State: [0, 0, 0, 0] OptimalAction: [0, 4, 1, 2]
State: [3, 3, 2, 1] OptimalAction: [0, 1, 0, 0]
State: [4, 3, 2, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 2, 1] OptimalAction: [0, 1, 1, 1]
State: [1, 4, 2, 1] OptimalAction: [0, 0, 1, 1]
State: [2, 4, 2, 1] OptimalAction: [0, 0, 1, 0]
State: [3, 4, 2, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 5, 2, 1] OptimalAction: [0, 0, 1, 1]
State: [1, 5, 2, 1] OptimalAction: [0, 0, 1, 0]
State: [2, 5, 2, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 6, 2, 1] OptimalAction: [0, 0, 1, 0]
State: [1, 6, 2, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 7, 2, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 3, 1] OptimalAction: [0, 5, 0, 1]
State: [1, 0, 3, 1] OptimalAction: [0, 4, 0, 1]
State: [2, 0, 3, 1] OptimalAction: [0, 0, 0, 4]
State: [3, 0, 3, 1] OptimalAction: [0, 0, 0, 3]
State: [4, 0, 3, 1] OptimalAction: [0, 1, 0, 1]
State: [5, 0, 3, 1] OptimalAction: [0, 0, 0, 1]
State: [6, 0, 3, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 3, 1] OptimalAction: [0, 4, 0, 1]
State: [1, 1, 3, 1] OptimalAction: [0, 3, 0, 1]
State: [2, 1, 3, 1] OptimalAction: [0, 3, 0, 0]
State: [3, 1, 3, 1] OptimalAction: [0, 0, 0, 2]
State: [4, 1, 3, 1] OptimalAction: [0, 0, 0, 1]
State: [5, 1, 3, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 3, 1] OptimalAction: [0, 3, 0, 1]
State: [1, 2, 3, 1] OptimalAction: [0, 2, 0, 1]
State: [2, 2, 3, 1] OptimalAction: [0, 2, 0, 0]
State: [3, 2, 3, 1] OptimalAction: [0, 0, 0, 1]
State: [4, 2, 3, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 3, 1] OptimalAction: [0, 2, 0, 1]
State: [1, 3, 3, 1] OptimalAction: [0, 1, 0, 1]
State: [2, 3, 3, 1] OptimalAction: [0, 1, 0, 0]
State: [3, 3, 3, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 3, 1] OptimalAction: [0, 1, 0, 1]
State: [1, 4, 3, 1] OptimalAction: [0, 0, 0, 1]
State: [2, 4, 3, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 5, 3, 1] OptimalAction: [0, 0, 0, 1]
State: [1, 5, 3, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 6, 3, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 4, 1] OptimalAction: [0, 4, 0, 1]
State: [1, 0, 4, 1] OptimalAction: [0, 1, 2, 1]
State: [2, 0, 4, 1] OptimalAction: [0, 0, 2, 1]
State: [3, 0, 4, 1] OptimalAction: [0, 0, 2, 0]
State: [4, 0, 4, 1] OptimalAction: [0, 0, 0, 1]
State: [5, 0, 4, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 4, 1] OptimalAction: [0, 3, 0, 1]
State: [1, 1, 4, 1] OptimalAction: [0, 0, 2, 1]
State: [2, 1, 4, 1] OptimalAction: [0, 0, 2, 0]
State: [3, 1, 4, 1] OptimalAction: [0, 0, 0, 1]
State: [4, 1, 4, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 4, 1] OptimalAction: [0, 2, 0, 1]
State: [1, 2, 4, 1] OptimalAction: [0, 2, 0, 0]
State: [2, 2, 4, 1] OptimalAction: [0, 0, 0, 1]
State: [3, 2, 4, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 4, 1] OptimalAction: [0, 1, 0, 1]
State: [1, 3, 4, 1] OptimalAction: [0, 1, 0, 0]
State: [2, 3, 4, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 4, 1] OptimalAction: [0, 0, 0, 1]
State: [1, 4, 4, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 5, 4, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 5, 1] OptimalAction: [0, 1, 2, 1]
State: [1, 0, 5, 1] OptimalAction: [0, 1, 1, 1]
State: [2, 0, 5, 1] OptimalAction: [0, 0, 1, 1]
State: [3, 0, 5, 1] OptimalAction: [0, 0, 1, 0]
State: [4, 0, 5, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 5, 1] OptimalAction: [0, 0, 2, 1]
State: [1, 1, 5, 1] OptimalAction: [0, 0, 1, 1]
State: [2, 1, 5, 1] OptimalAction: [0, 0, 1, 0]
State: [3, 1, 5, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 5, 1] OptimalAction: [0, 0, 1, 1]
State: [1, 2, 5, 1] OptimalAction: [0, 0, 1, 0]
State: [2, 2, 5, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 5, 1] OptimalAction: [0, 1, 0, 0]
State: [1, 3, 5, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 5, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 6, 1] OptimalAction: [0, 1, 1, 1]
State: [1, 0, 6, 1] OptimalAction: [0, 1, 0, 1]
State: [2, 0, 6, 1] OptimalAction: [0, 0, 0, 1]
State: [3, 0, 6, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 6, 1] OptimalAction: [0, 0, 1, 1]
State: [1, 1, 6, 1] OptimalAction: [0, 0, 0, 1]
State: [2, 1, 6, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 6, 1] OptimalAction: [0, 0, 0, 1]
State: [1, 2, 6, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 6, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 7, 1] OptimalAction: [0, 1, 0, 1]
State: [1, 0, 7, 1] OptimalAction: [0, 0, 0, 1]
State: [2, 0, 7, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 7, 1] OptimalAction: [0, 0, 0, 1]
State: [1, 1, 7, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 7, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 8, 1] OptimalAction: [0, 0, 0, 1]
State: [1, 0, 8, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 8, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 9, 1] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 0, 2] OptimalAction: [0, 4, 3, 0]
State: [1, 0, 0, 2] OptimalAction: [0, 4, 3, 0]
State: [2, 0, 0, 2] OptimalAction: [0, 0, 3, 3]
State: [3, 0, 0, 2] OptimalAction: [0, 4, 1, 0]
State: [4, 0, 0, 2] OptimalAction: [0, 1, 3, 0]
State: [5, 0, 0, 2] OptimalAction: [0, 0, 3, 0]
State: [6, 0, 0, 2] OptimalAction: [0, 1, 1, 0]
State: [7, 0, 0, 2] OptimalAction: [0, 0, 1, 0]
State: [8, 0, 0, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 0, 2] OptimalAction: [0, 4, 3, 0]
State: [1, 1, 0, 2] OptimalAction: [0, 3, 3, 0]
State: [2, 1, 0, 2] OptimalAction: [0, 4, 1, 0]
State: [3, 1, 0, 2] OptimalAction: [0, 3, 1, 0]
State: [4, 1, 0, 2] OptimalAction: [0, 0, 3, 0]
State: [5, 1, 0, 2] OptimalAction: [0, 0, 2, 0]
State: [6, 1, 0, 2] OptimalAction: [0, 0, 1, 0]
State: [7, 1, 0, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 0, 2] OptimalAction: [0, 3, 3, 0]
State: [1, 2, 0, 2] OptimalAction: [0, 2, 3, 0]
State: [2, 2, 0, 2] OptimalAction: [0, 3, 1, 0]
State: [3, 2, 0, 2] OptimalAction: [0, 2, 1, 0]
State: [4, 2, 0, 2] OptimalAction: [0, 2, 0, 0]
State: [5, 2, 0, 2] OptimalAction: [0, 0, 1, 0]
State: [6, 2, 0, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 0, 2] OptimalAction: [0, 2, 3, 0]
State: [1, 3, 0, 2] OptimalAction: [0, 1, 3, 0]
State: [2, 3, 0, 2] OptimalAction: [0, 2, 1, 0]
State: [3, 3, 0, 2] OptimalAction: [0, 1, 1, 0]
State: [4, 3, 0, 2] OptimalAction: [0, 1, 0, 0]
State: [5, 3, 0, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 0, 2] OptimalAction: [0, 1, 3, 0]
State: [1, 4, 0, 2] OptimalAction: [0, 0, 3, 0]
State: [2, 4, 0, 2] OptimalAction: [0, 1, 1, 0]
State: [3, 4, 0, 2] OptimalAction: [0, 0, 1, 0]
State: [4, 4, 0, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 5, 0, 2] OptimalAction: [0, 0, 3, 0]
State: [1, 5, 0, 2] OptimalAction: [0, 0, 2, 0]
State: [2, 5, 0, 2] OptimalAction: [0, 0, 1, 0]
State: [3, 5, 0, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 6, 0, 2] OptimalAction: [0, 1, 1, 0]
State: [1, 6, 0, 2] OptimalAction: [0, 0, 1, 0]
State: [2, 6, 0, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 7, 0, 2] OptimalAction: [0, 0, 1, 0]
State: [1, 7, 0, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 8, 0, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 1, 2] OptimalAction: [0, 5, 2, 0]
State: [1, 0, 1, 2] OptimalAction: [0, 4, 2, 0]
State: [2, 0, 1, 2] OptimalAction: [0, 0, 2, 3]
State: [3, 0, 1, 2] OptimalAction: [0, 4, 0, 0]
State: [4, 0, 1, 2] OptimalAction: [0, 1, 2, 0]
State: [5, 0, 1, 2] OptimalAction: [0, 0, 2, 0]
State: [6, 0, 1, 2] OptimalAction: [0, 1, 0, 0]
State: [7, 0, 1, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 1, 2] OptimalAction: [0, 4, 2, 0]
State: [1, 1, 1, 2] OptimalAction: [0, 3, 2, 0]
State: [2, 1, 1, 2] OptimalAction: [0, 4, 0, 0]
State: [3, 1, 1, 2] OptimalAction: [0, 3, 0, 0]
State: [4, 1, 1, 2] OptimalAction: [0, 0, 2, 0]
State: [5, 1, 1, 2] OptimalAction: [0, 0, 1, 0]
State: [6, 1, 1, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 1, 2] OptimalAction: [0, 3, 2, 0]
State: [1, 2, 1, 2] OptimalAction: [0, 2, 2, 0]
State: [2, 2, 1, 2] OptimalAction: [0, 3, 0, 0]
State: [3, 2, 1, 2] OptimalAction: [0, 2, 0, 0]
State: [4, 2, 1, 2] OptimalAction: [0, 1, 0, 0]
State: [5, 2, 1, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 1, 2] OptimalAction: [0, 2, 2, 0]
State: [1, 3, 1, 2] OptimalAction: [0, 1, 2, 0]
State: [2, 3, 1, 2] OptimalAction: [0, 2, 0, 0]
State: [3, 3, 1, 2] OptimalAction: [0, 1, 0, 0]
State: [4, 3, 1, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 1, 2] OptimalAction: [0, 1, 2, 0]
State: [1, 4, 1, 2] OptimalAction: [0, 0, 2, 0]
State: [2, 4, 1, 2] OptimalAction: [0, 1, 0, 0]
State: [3, 4, 1, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 5, 1, 2] OptimalAction: [0, 0, 2, 0]
State: [1, 5, 1, 2] OptimalAction: [0, 0, 1, 0]
State: [2, 5, 1, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 6, 1, 2] OptimalAction: [0, 1, 0, 0]
State: [1, 6, 1, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 7, 1, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 2, 2] OptimalAction: [0, 5, 1, 0]
State: [1, 0, 2, 2] OptimalAction: [0, 4, 1, 0]
State: [2, 0, 2, 2] OptimalAction: [0, 0, 1, 3]
State: [3, 0, 2, 2] OptimalAction: [0, 0, 1, 2]
State: [4, 0, 2, 2] OptimalAction: [0, 1, 1, 0]
State: [5, 0, 2, 2] OptimalAction: [0, 0, 1, 0]
State: [6, 0, 2, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 2, 2] OptimalAction: [0, 4, 1, 0]
State: [1, 1, 2, 2] OptimalAction: [0, 3, 1, 0]
State: [2, 1, 2, 2] OptimalAction: [0, 0, 1, 2]
State: [3, 1, 2, 2] OptimalAction: [0, 0, 1, 1]
State: [4, 1, 2, 2] OptimalAction: [0, 0, 1, 0]
State: [5, 1, 2, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 2, 2] OptimalAction: [0, 3, 1, 0]
State: [1, 2, 2, 2] OptimalAction: [0, 2, 1, 0]
State: [2, 2, 2, 2] OptimalAction: [0, 2, 0, 0]
State: [3, 2, 2, 2] OptimalAction: [0, 0, 1, 0]
State: [4, 2, 2, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 2, 2] OptimalAction: [0, 2, 1, 0]
State: [1, 3, 2, 2] OptimalAction: [0, 1, 1, 0]
State: [2, 3, 2, 2] OptimalAction: [0, 1, 0, 0]
State: [3, 3, 2, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 2, 2] OptimalAction: [0, 1, 1, 0]
State: [1, 4, 2, 2] OptimalAction: [0, 0, 1, 0]
State: [2, 4, 2, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 5, 2, 2] OptimalAction: [0, 0, 1, 0]
State: [1, 5, 2, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 6, 2, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 3, 2] OptimalAction: [0, 5, 0, 0]
State: [1, 0, 3, 2] OptimalAction: [0, 4, 0, 0]
State: [2, 0, 3, 2] OptimalAction: [0, 0, 0, 3]
State: [3, 0, 3, 2] OptimalAction: [0, 0, 0, 2]
State: [4, 0, 3, 2] OptimalAction: [0, 1, 0, 0]
State: [5, 0, 3, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 3, 2] OptimalAction: [0, 4, 0, 0]
State: [1, 1, 3, 2] OptimalAction: [0, 3, 0, 0]
State: [2, 1, 3, 2] OptimalAction: [0, 0, 0, 2]
State: [3, 1, 3, 2] OptimalAction: [0, 0, 0, 1]
State: [4, 1, 3, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 3, 2] OptimalAction: [0, 3, 0, 0]
State: [1, 2, 3, 2] OptimalAction: [0, 2, 0, 0]
State: [2, 2, 3, 2] OptimalAction: [0, 1, 0, 0]
State: [3, 2, 3, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 3, 2] OptimalAction: [0, 2, 0, 0]
State: [1, 3, 3, 2] OptimalAction: [0, 1, 0, 0]
State: [2, 3, 3, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 3, 2] OptimalAction: [0, 1, 0, 0]
State: [1, 4, 3, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 5, 3, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 4, 2] OptimalAction: [0, 4, 0, 0]
State: [1, 0, 4, 2] OptimalAction: [0, 1, 2, 0]
State: [2, 0, 4, 2] OptimalAction: [0, 0, 2, 0]
State: [3, 0, 4, 2] OptimalAction: [0, 1, 0, 0]
State: [4, 0, 4, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 4, 2] OptimalAction: [0, 3, 0, 0]
State: [1, 1, 4, 2] OptimalAction: [0, 0, 2, 0]
State: [2, 1, 4, 2] OptimalAction: [0, 0, 1, 0]
State: [3, 1, 4, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 4, 2] OptimalAction: [0, 2, 0, 0]
State: [1, 2, 4, 2] OptimalAction: [0, 1, 0, 0]
State: [2, 2, 4, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 4, 2] OptimalAction: [0, 1, 0, 0]
State: [1, 3, 4, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 4, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 5, 2] OptimalAction: [0, 1, 2, 0]
State: [1, 0, 5, 2] OptimalAction: [0, 1, 1, 0]
State: [2, 0, 5, 2] OptimalAction: [0, 0, 1, 0]
State: [3, 0, 5, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 5, 2] OptimalAction: [0, 0, 2, 0]
State: [1, 1, 5, 2] OptimalAction: [0, 0, 1, 0]
State: [2, 1, 5, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 5, 2] OptimalAction: [0, 0, 1, 0]
State: [1, 2, 5, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 5, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 6, 2] OptimalAction: [0, 1, 1, 0]
State: [1, 0, 6, 2] OptimalAction: [0, 1, 0, 0]
State: [2, 0, 6, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 6, 2] OptimalAction: [0, 0, 1, 0]
State: [1, 1, 6, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 6, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 7, 2] OptimalAction: [0, 1, 0, 0]
State: [1, 0, 7, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 7, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 8, 2] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 0, 3] OptimalAction: [0, 4, 1, 2]
State: [1, 0, 0, 3] OptimalAction: [0, 1, 3, 2]
State: [2, 0, 0, 3] OptimalAction: [0, 0, 3, 2]
State: [3, 0, 0, 3] OptimalAction: [0, 0, 3, 1]
State: [4, 0, 0, 3] OptimalAction: [0, 0, 1, 2]
State: [5, 0, 0, 3] OptimalAction: [0, 0, 1, 1]
State: [6, 0, 0, 3] OptimalAction: [0, 0, 1, 0]
State: [7, 0, 0, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 0, 3] OptimalAction: [0, 3, 1, 2]
State: [1, 1, 0, 3] OptimalAction: [0, 0, 3, 2]
State: [2, 1, 0, 3] OptimalAction: [0, 0, 3, 1]
State: [3, 1, 0, 3] OptimalAction: [0, 0, 1, 2]
State: [4, 1, 0, 3] OptimalAction: [0, 0, 1, 1]
State: [5, 1, 0, 3] OptimalAction: [0, 0, 1, 0]
State: [6, 1, 0, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 0, 3] OptimalAction: [0, 2, 1, 2]
State: [1, 2, 0, 3] OptimalAction: [0, 3, 1, 0]
State: [2, 2, 0, 3] OptimalAction: [0, 2, 1, 0]
State: [3, 2, 0, 3] OptimalAction: [0, 2, 0, 0]
State: [4, 2, 0, 3] OptimalAction: [0, 0, 1, 0]
State: [5, 2, 0, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 0, 3] OptimalAction: [0, 1, 1, 2]
State: [1, 3, 0, 3] OptimalAction: [0, 2, 1, 0]
State: [2, 3, 0, 3] OptimalAction: [0, 1, 1, 0]
State: [3, 3, 0, 3] OptimalAction: [0, 1, 0, 0]
State: [4, 3, 0, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 0, 3] OptimalAction: [0, 0, 1, 2]
State: [1, 4, 0, 3] OptimalAction: [0, 1, 1, 0]
State: [2, 4, 0, 3] OptimalAction: [0, 0, 1, 0]
State: [3, 4, 0, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 5, 0, 3] OptimalAction: [0, 0, 1, 1]
State: [1, 5, 0, 3] OptimalAction: [0, 0, 1, 0]
State: [2, 5, 0, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 6, 0, 3] OptimalAction: [0, 0, 1, 0]
State: [1, 6, 0, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 7, 0, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 1, 3] OptimalAction: [0, 4, 0, 2]
State: [1, 0, 1, 3] OptimalAction: [0, 1, 2, 2]
State: [2, 0, 1, 3] OptimalAction: [0, 0, 2, 2]
State: [3, 0, 1, 3] OptimalAction: [0, 0, 2, 1]
State: [4, 0, 1, 3] OptimalAction: [0, 0, 0, 2]
State: [5, 0, 1, 3] OptimalAction: [0, 0, 0, 1]
State: [6, 0, 1, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 1, 3] OptimalAction: [0, 3, 0, 2]
State: [1, 1, 1, 3] OptimalAction: [0, 0, 2, 2]
State: [2, 1, 1, 3] OptimalAction: [0, 0, 2, 1]
State: [3, 1, 1, 3] OptimalAction: [0, 0, 0, 2]
State: [4, 1, 1, 3] OptimalAction: [0, 0, 0, 1]
State: [5, 1, 1, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 1, 3] OptimalAction: [0, 2, 0, 2]
State: [1, 2, 1, 3] OptimalAction: [0, 3, 0, 0]
State: [2, 2, 1, 3] OptimalAction: [0, 2, 0, 0]
State: [3, 2, 1, 3] OptimalAction: [0, 1, 0, 0]
State: [4, 2, 1, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 1, 3] OptimalAction: [0, 1, 0, 2]
State: [1, 3, 1, 3] OptimalAction: [0, 2, 0, 0]
State: [2, 3, 1, 3] OptimalAction: [0, 1, 0, 0]
State: [3, 3, 1, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 1, 3] OptimalAction: [0, 0, 0, 2]
State: [1, 4, 1, 3] OptimalAction: [0, 1, 0, 0]
State: [2, 4, 1, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 5, 1, 3] OptimalAction: [0, 0, 0, 1]
State: [1, 5, 1, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 6, 1, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 2, 3] OptimalAction: [0, 0, 1, 4]
State: [1, 0, 2, 3] OptimalAction: [0, 1, 1, 2]
State: [2, 0, 2, 3] OptimalAction: [0, 0, 1, 2]
State: [3, 0, 2, 3] OptimalAction: [0, 0, 1, 1]
State: [4, 0, 2, 3] OptimalAction: [0, 0, 1, 0]
State: [5, 0, 2, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 2, 3] OptimalAction: [0, 3, 1, 0]
State: [1, 1, 2, 3] OptimalAction: [0, 0, 1, 2]
State: [2, 1, 2, 3] OptimalAction: [0, 0, 1, 1]
State: [3, 1, 2, 3] OptimalAction: [0, 0, 1, 0]
State: [4, 1, 2, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 2, 3] OptimalAction: [0, 2, 1, 0]
State: [1, 2, 2, 3] OptimalAction: [0, 2, 0, 0]
State: [2, 2, 2, 3] OptimalAction: [0, 0, 1, 0]
State: [3, 2, 2, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 2, 3] OptimalAction: [0, 1, 1, 0]
State: [1, 3, 2, 3] OptimalAction: [0, 1, 0, 0]
State: [2, 3, 2, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 2, 3] OptimalAction: [0, 0, 1, 0]
State: [1, 4, 2, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 5, 2, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 3, 3] OptimalAction: [0, 0, 0, 4]
State: [1, 0, 3, 3] OptimalAction: [0, 1, 0, 2]
State: [2, 0, 3, 3] OptimalAction: [0, 0, 0, 2]
State: [3, 0, 3, 3] OptimalAction: [0, 0, 0, 1]
State: [4, 0, 3, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 3, 3] OptimalAction: [0, 3, 0, 0]
State: [1, 1, 3, 3] OptimalAction: [0, 0, 0, 2]
State: [2, 1, 3, 3] OptimalAction: [0, 0, 0, 1]
State: [3, 1, 3, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 3, 3] OptimalAction: [0, 2, 0, 0]
State: [1, 2, 3, 3] OptimalAction: [0, 1, 0, 0]
State: [2, 2, 3, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 3, 3] OptimalAction: [0, 1, 0, 0]
State: [1, 3, 3, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 3, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 4, 3] OptimalAction: [0, 0, 2, 1]
State: [1, 0, 4, 3] OptimalAction: [0, 0, 2, 0]
State: [2, 0, 4, 3] OptimalAction: [0, 0, 0, 1]
State: [3, 0, 4, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 4, 3] OptimalAction: [0, 0, 2, 0]
State: [1, 1, 4, 3] OptimalAction: [0, 0, 0, 1]
State: [2, 1, 4, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 4, 3] OptimalAction: [0, 1, 0, 0]
State: [1, 2, 4, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 4, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 5, 3] OptimalAction: [0, 0, 1, 1]
State: [1, 0, 5, 3] OptimalAction: [0, 0, 1, 0]
State: [2, 0, 5, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 5, 3] OptimalAction: [0, 0, 1, 0]
State: [1, 1, 5, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 5, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 6, 3] OptimalAction: [0, 0, 0, 1]
State: [1, 0, 6, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 6, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 7, 3] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 0, 4] OptimalAction: [0, 4, 1, 1]
State: [1, 0, 0, 4] OptimalAction: [0, 1, 3, 1]
State: [2, 0, 0, 4] OptimalAction: [0, 0, 3, 1]
State: [3, 0, 0, 4] OptimalAction: [0, 0, 3, 0]
State: [4, 0, 0, 4] OptimalAction: [0, 0, 1, 1]
State: [5, 0, 0, 4] OptimalAction: [0, 0, 1, 0]
State: [6, 0, 0, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 1, 0, 4] OptimalAction: [0, 3, 1, 1]
State: [1, 1, 0, 4] OptimalAction: [0, 0, 3, 1]
State: [2, 1, 0, 4] OptimalAction: [0, 0, 3, 0]
State: [3, 1, 0, 4] OptimalAction: [0, 0, 1, 1]
State: [4, 1, 0, 4] OptimalAction: [0, 0, 1, 0]
State: [5, 1, 0, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 2, 0, 4] OptimalAction: [0, 2, 1, 1]
State: [1, 2, 0, 4] OptimalAction: [0, 2, 1, 0]
State: [2, 2, 0, 4] OptimalAction: [0, 0, 1, 1]
State: [3, 2, 0, 4] OptimalAction: [0, 0, 1, 0]
State: [4, 2, 0, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 3, 0, 4] OptimalAction: [0, 1, 1, 1]
State: [1, 3, 0, 4] OptimalAction: [0, 1, 1, 0]
State: [2, 3, 0, 4] OptimalAction: [0, 1, 0, 0]
State: [3, 3, 0, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 4, 0, 4] OptimalAction: [0, 0, 1, 1]
State: [1, 4, 0, 4] OptimalAction: [0, 0, 1, 0]
State: [2, 4, 0, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 5, 0, 4] OptimalAction: [0, 0, 1, 0]
State: [1, 5, 0, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 6, 0, 4] OptimalAction: [0, 0, 0, 0]
State: [0, 0, 1, 4] OptimalAction: [0, 4, 0, 1]
